season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2011,ARZ,C,,63,Active,Lyle Sendlein,Lyle,Sendlein,1984-03-16,75,308,Texas,00-0025682,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nrlnrmybzxhguoqgsdr2",,17,REG,A01,Lyle,SEN108904,,,2007,2007,ARZ,64
2011,ARZ,CB,,27,Active,Michael Adams,Michael,Adams,1985-06-17,68,181,,00-0025668,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6ustof4db1od2scnmv6",,17,REG,A01,Michael,ADA509576,,,2007,2007,PHI,87
2011,ARZ,CB,,20,Active,A.J. Jefferson,Anthony,Jefferson,1988-04-04,73,190,,00-0027350,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ug7wpvv28nfqjjrpepop",,17,REG,A01,A.J.,JEF096790,,,2010,2010,ARZ,41
2011,ARZ,CB,,31,Active,Richard Marshall,Richard,Marshall,1984-12-12,71,198,,00-0024273,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yesdbetwnshyytkudszk",,17,REG,A01,Richard,MAR452561,,,2006,2006,ARZ,136
2011,ARZ,CB,,21,Active,Patrick Peterson,Patrick,Peterson,1990-07-11,72,219,Louisiana State,00-0027943,13980,9f3b934e-52d6-4e16-ae92-d3e60be10493,24792,7300,6157,PetePa00,13415,972,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nc3fjicv6kv0nc9ofo6r",,17,REG,A01,Patrick,PET415511,,,2011,2011,ARZ,240
2011,ARZ,DB,,30,Active,Marshay Green,Marcus,Green,1986-01-14,70,175,,00-0027353,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xkmppoaxbs4i9xejcvai",,17,REG,A01,Marshay,GRE317404,,,2010,2010,ARZ,69
2011,ARZ,DE,,93,Active,Calais Campbell,Calais,Campbell,1986-09-01,80,300,Miami,00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,CampCa99,3341,125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iwzrhl7qp6toisge1an0",,17,REG,A01,Calais,CAM208843,,,2008,2008,ARZ,64
2011,ARZ,DE,,91,Active,Vonnie Holliday,Dimetry,Holliday,1975-12-11,77,288,,00-0007611,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ltcatlv0d4wlzeo5dova",,17,REG,A01,Vonnie,HOL229554,,,1998,1998,CAR,155
2011,ARZ,DE,,96,Active,Ronald Talley,Ronald,Talley,1986-02-21,75,286,,00-0026791,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxn9xvcd92zvjxfowin1",,17,REG,A01,Ronald,TAL662347,,,2009,2009,,
2011,ARZ,DT,,90,Active,Darnell Dockett,Darnell,Dockett,1981-05-27,76,290,,00-0022930,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymkwcdhxl0vvv5b51eaz",,17,REG,A01,Darnell,DOC428041,,,2004,2004,DEN,114
