season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1929,BOS,DL,DG,0,ACT,Ed McCrillis,Edgar,McCrillis,1904-09-07,72,205,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kxhleyqrmyndxt8x0yy0"
1929,BOS,DL,DG,0,ACT,Frank Racis,Francis,Racis,1898-11-09,72,200,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qdw9xgij2ryufldfs32c"
1929,BOS,DL,DG,0,ACT,Roy Scholl,Roy,Scholl,1904-09-15,68,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xuzr1sy3wtmumplraks0"
1929,BOS,DL,E,0,ACT,Thurston Towle,Edward,Towle,1905-01-01,70,172,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ipuvciwq76o1lqsb4dsk"
1929,BOS,OL,C,0,ACT,Al Pierotti,Albert,Pierotti,1895-10-24,70,204,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pcz1xai97xuu3ikluhx4"
1929,BOS,OL,G,0,ACT,Dick Rauch,Richard,Rauch,1893-07-15,69,178,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yfsyi67amrtcjjhjvtp0"
1929,BOS,QB,QB,0,ACT,Al Miller,Alfred,Miller,1904-03-17,71,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/to0emkt6egtu2j1e6h29"
1929,BOS,RB,BB,0,ACT,Jack Ernst,John,Ernst,1899-12-04,71,180,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gmsxpfdvvjuhsnnxkno7"
1929,BOS,RB,HB,0,ACT,Paul Kittredge,Paul,Kittredge,1904-10-09,70,170,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pcm7zm05l8kibtv27ujy"
1929,BOS,RB,HB,0,ACT,Tony Latone,Anthony,Latone,1897-04-18,71,195,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/drpd9bw96b2jgyfbyvhb"
1929,BOS,RB,HB,0,ACT,Ed Lawrence,Edward,Lawrence,1905-07-14,68,170,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqkoc3umwltat4zfjgfv"
1929,BOS,RB,HB,0,ACT,Ralph Marston,Ralph,Marston,1907-02-16,69,170,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l7unsn6kivglr2agjfp6"
1929,BOS,RB,HB,0,ACT,Hust Stockton,John,Stockton,1901-09-23,71,193,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/crjvf4nnydw07i56ygdv"
1929,BOS,RB,HB,0,ACT,Cy Wentworth,Shirley,Wentworth,1904-01-02,68,160,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wxtq4cza5aea1udkdaeh"
1929,BOS,WR,WR,0,ACT,Bill Howell,Wilfred,Howell,1904-04-21,71,175,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k6ehhicmimfstjkzw3p4"
1929,BOS,WR,WR,0,ACT,George Kenneally,George,Kenneally,1902-04-12,72,190,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djilcb6ptmbsou0s4jjh"
1929,BOS,WR,WR,0,ACT,Red Maloney,Gerald,Maloney,1901-09-05,71,181,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqzpzkqkejjfpckm8ebi"
1929,BOS,,,0,ACT,Joe Carpe,Joseph,Carpe,1903-01-23,72,,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sv84fy3dmlyutnrwro9q"
1929,BOS,,,0,ACT,Bill Connor,William,Connor,1899-04-08,73,240,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j1ekomyyrowr8r0cqfjg"
1929,BOS,,,0,ACT,Lou Koplow,Louis,Koplow,1904-02-01,75,235,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okomselezdfceumvp2yj"
1929,BOS,,,0,ACT,Joe Kozlowsky,Joseph,Kozlowsky,1901-08-09,70,199,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xq6s1ngyjmmyfptawhxy"
1929,BOS,,,0,ACT,Arnie Shockley,Arnold,Shockley,1904-11-27,74,220,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/at4vgfgjzikzhfkvvorj"
1929,BOS,,,0,ACT,Bert Shurtleff,Bertrand,Shurtleff,1897-08-03,71,190,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/viboujl5uaihehkimipt"
1929,BUF,DL,DG,0,ACT,Ed Comstock,Elwyn,Comstock,1903-07-12,74,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ddwkjo5zqrjjitnuedqt"
1929,BUF,DL,DG,0,ACT,Nat McCombs,Nathaniel,McCombs,1904-12-18,71,226,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avnqicavlresmsayp1ak"
1929,BUF,DL,DG,0,ACT,Harry Myles,Harry,Myles,1904-09-01,72,190,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cqrpligsp07uqefa3ktq"
1929,BUF,DL,E,0,ACT,Tillie Voss,Walter,Voss,1897-03-28,75,207,Northern Colorado,,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z9vep0hk1o3n766yify4"
1929,BUF,OL,C,0,ACT,Art Dorfman,Arthur,Dorfman,1908-05-09,70,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nmtnz5pusdhppoozaj43"
1929,BUF,OL,G,0,ACT,Frank Glassman,Frank,Glassman,1908-05-14,72,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkflqy2lhhdusor9cypd"
1929,BUF,OL,C,0,ACT,Swede Hagberg,Rudolph,Hagberg,1907-06-18,76,215,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uaerlpvkubvtxtnqhff7"
1929,BUF,RB,FB,0,ACT,Herb Bizer,Herbert,Bizer,1906-08-03,71,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w7tpefrxzspem2nup8v6"
1929,BUF,RB,FB,0,ACT,Ulysses Comier,Adonis,Comier,1906-01-22,70,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x4jgqj2znnspj6y0mnyr"
1929,BUF,RB,HB,0,ACT,Bob Mahan,Robert,Mahan,1904-02-06,69,180,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a1azpadj4lw0nct7jusr"
1929,BUF,RB,HB,0,ACT,Bob Rapp,Joseph,Rapp,1898-02-18,68,159,Northern Colorado,,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dstjty7kzgp6kv0sgkmv"
1929,BUF,RB,TB,0,ACT,Jess Rodriguez,Jess,Rodriguez,1901-08-07,67,160,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vhklxrsgr1zvicd10kpd"
1929,BUF,RB,HB,0,ACT,Stan Rosen,Stanley,Rosen,1906-03-28,66,155,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thxdjiiusrdkoggtzf0m"
1929,BUF,RB,HB,0,ACT,Cassy Ryan,Clarence,Ryan,1905-05-10,69,160,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/juwkuckh36vj6reus6nv"
1929,BUF,RB,HB,0,ACT,Red Shurtliffe,Charles,Shurtliffe,1907-04-12,69,160,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fwnuisa6tiskgwiccqlr"
1929,BUF,RB,HB,0,ACT,Chuck Weimer,Howard,Weimer,1904-09-05,69,175,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pe2vp5jmbxkwryvvkxab"
1929,BUF,WR,WR,0,ACT,Earl Plank,Earl,Plank,1905-07-28,,173,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hijht1bjldgvegxzna92"
1929,BUF,WR,WR,0,ACT,Jim Woodruff,James,Woodruff,1903-01-01,75,210,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jj0rueacww7bcd9driyi"
