season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1958,BAL,DB,DB,0,ACT,Milt Davis,Milton,Davis,1929-05-31,73,190,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ark1wammsmieo7izkehf"
1958,BAL,DB,DB,0,ACT,Art DeCarlo,Arthur,DeCarlo,1931-03-23,74,193,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/epttpskulxthgonrdjz5"
1958,BAL,DB,DB,0,ACT,Andy Nelson,Andrew,Nelson,1933-05-27,73,180,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ui6evcrqgd95zl2vveek"
1958,BAL,DB,DB,0,ACT,Bert Rechichar,Albert,Rechichar,1930-07-16,73,210,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/benewptbaqgafqn5letm"
1958,BAL,DB,DB,0,ACT,Johnny Sample,John,Sample,1937-06-15,73,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eusdgogx20rqiellcv4s"
1958,BAL,DB,DB,0,ACT,Jackie Simpson,John,Simpson,1934-04-02,70,185,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzsz6huzydharck3ymsk"
1958,BAL,DB,DB,0,ACT,Carl Taseff,Carl,Taseff,1928-09-28,71,195,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtf3vjveb7jjlmf9w8dz"
1958,BAL,DL,DE,0,ACT,Ordell Braase,Ordell,Braase,1932-03-13,76,245,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wbpekjvxsmyosngfgikk"
1958,BAL,DL,DT,0,ACT,Art Donovan,Arthur,Donovan,1924-06-05,74,270,Northern Colorado,,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q9guva67l3jjeldhu4n6"
1958,BAL,DL,DE,0,ACT,Don Joyce,Donald,Joyce,1929-10-08,75,275,Northern Colorado,,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xco1wcqmd7wh9esplp2e"
1958,BAL,DL,DT,0,ACT,Ray Krouse,Raymond,Krouse,1927-03-21,75,275,Northern Colorado,,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k4zhnkio2bhuymp283i0"
1958,BAL,DL,DT,0,ACT,Gene Lipscomb,Eugene,Lipscomb,1931-08-09,78,288,Northern Colorado,,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rliyrnpg10p42xrvqgwh"
1958,BAL,DL,DE,0,ACT,Gino Marchetti,Gino,Marchetti,1927-01-02,76,245,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptcnzmt8pzrxw0gboefa"
1958,BAL,DL,E,0,ACT,Jim Mutscheller,James,Mutscheller,1930-03-31,73,205,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oyfiufgkiig51r2kymxy"
1958,BAL,LB,LB,0,ACT,Bill Pellington,William,Pellington,1927-09-25,74,238,Northern Colorado,,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gcxgmwy5xyiuxwfwfxtb"
1958,BAL,LB,LB,0,ACT,Leo Sanford,Ottis,Sanford,1929-10-04,73,224,Northern Colorado,,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/et88ikqjtx0tz813xozt"
1958,BAL,LB,LB,0,ACT,Don Shinnick,Donald,Shinnick,1935-05-15,72,228,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7k8fpx8pfi1ymoqwgbg"
1958,BAL,LB,LB,0,ACT,Dick Szymanski,Richard,Szymanski,1932-10-07,75,235,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/slxjtnlxejn70yon9slp"
1958,BAL,OL,G,0,ACT,Steve Myhra,Steven,Myhra,1934-04-02,73,240,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ovue9sr3zbcijlygxwp9"
1958,BAL,OL,C,0,ACT,Buzz Nutter,Madison,Nutter,1931-02-16,76,235,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q6yk44jlyfnmwzoijfkg"
1958,BAL,OL,OT,0,ACT,Jim Parker,James,Parker,1934-04-03,75,275,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npocgu8pu2ktwudqqfbw"
1958,BAL,OL,OT,0,ACT,Sherman Plunkett,Sherman,Plunkett,1933-04-17,76,300,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fd3verg8k6poyg6y2cht"
1958,BAL,OL,OT,0,ACT,George Preas,George,Preas,1933-06-25,74,250,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jc8wdvaj7sbxfvyl7xtg"
1958,BAL,OL,G,0,ACT,Alex Sandusky,Alexander,Sandusky,1932-08-17,73,242,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yuld73wfruozbsefffcb"
1958,BAL,OL,G,0,ACT,Art Spinney,Arthur,Spinney,1927-11-08,72,230,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5zayulj0xf1twbfs4kn"
1958,BAL,OL,G,0,ACT,Fuzzy Thurston,Frederick,Thurston,1933-12-29,73,250,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hnuemfzs1ozli34wm4yd"
1958,BAL,QB,QB,0,ACT,Ray Brown,Raymond,Brown,1936-09-07,74,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xb2vxp7lhiuhfi2mvsbj"
1958,BAL,QB,QB,0,ACT,Dick Horn,Richard,Horn,1930-03-18,73,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wiorlfnhhl4wfh4ihcjk"
1958,BAL,QB,QB,0,ACT,George Shaw,George,Shaw,1933-07-25,73,180,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yql77gnul8ihyj6s43uc"
1958,BAL,QB,QB,0,ACT,Johnny Unitas,John,Unitas,1933-05-07,73,196,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ryyhrju5pbye3y5jm52g"
1958,BAL,RB,FB,0,ACT,Alan Ameche,Alan,Ameche,1933-06-01,72,217,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ylri31gmngylk04dcsn7"
1958,BAL,RB,HB,0,ACT,Jack Call,John,Call,1935-07-30,73,200,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gilamhoz4jmqqu4b3bon"
1958,BAL,RB,HB,0,ACT,L.G. Dupre,Louis,Dupre,1932-09-10,71,190,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zrwscfocy4rtmy2l0kml"
1958,BAL,RB,RB,0,ACT,Lenny Lyles,Leonard,Lyles,1936-01-26,74,202,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgrfrpporw1hnjgzs61s"
1958,BAL,RB,HB,0,ACT,Lenny Moore,Leonard,Moore,1933-11-25,73,190,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hte207g1rx94itr0k4fn"
1958,BAL,RB,FB,0,ACT,Billy Pricer,Billy,Pricer,1934-09-03,70,210,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrhige6efxbqrdgpptih"
1958,BAL,RB,HB,0,ACT,Avatus Stone,Avatus,Stone,1931-04-21,73,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npirkbdlvgirsnkvxm5o"
1958,BAL,WR,WR,0,ACT,Raymond Berry,Raymond,Berry,1933-02-27,74,187,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rnjuiejf98ndt24oiost"
1958,CHB,DB,DB,0,ACT,Erich Barnes,Erich,Barnes,1935-07-04,74,212,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zgrpqrw3l3fa0nmrbpy5"
1958,CHB,DB,DB,0,ACT,J.C. Caroline,James,Caroline,1933-01-17,72,190,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/is6pfmkyd3iukoudgced"
1958,CHB,DB,DB,0,ACT,Jack Johnson,Jack,Johnson,1933-12-11,75,200,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u63gzvcawbknibvswgdg"
1958,CHB,DB,DB,0,ACT,Charlie Sumner,Charles,Sumner,1930-10-19,73,195,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t7wmu6gb6qawefhwclcy"
1958,CHB,DB,DB,0,ACT,Stan Wallace,Stanley,Wallace,1931-11-15,75,208,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yvf21hawvd90manjlwfq"
1958,CHB,DB,DB,0,ACT,Vic Zucco,Victor,Zucco,1935-09-04,72,187,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yqeajiojpd8xxsqlrpot"
1958,CHB,DL,E,0,ACT,Ralph Anderson,Ralph,Anderson,1935-09-02,76,220,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rt3fqu8t72zccys4lhfx"
1958,CHB,DL,DE,0,ACT,Doug Atkins,Douglas,Atkins,1930-05-08,80,275,Northern Colorado,,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qsguxvinyuskecsljeqg"
1958,CHB,DL,DT,0,ACT,Bill Bishop,William,Bishop,1931-05-08,76,248,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlqj0ytr7x8djtf9q8ei"
1958,CHB,DL,DE,0,TRC,Ed Cooke,Edward,Cooke,1935-05-03,76,250,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pocgskwieqmcsi2ppbbd"
1958,CHB,DL,DT,0,ACT,Don Healy,Michael,Healy,1936-08-28,75,264,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kigvmxngkj7qiesq0ccq"
1958,CHB,DL,E,0,ACT,Harlon Hill,Harlon,Hill,1932-05-04,75,200,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kanzsu0o6r9m0mjm1zpo"
1958,CHB,DL,DE,0,ACT,Jack Hoffman,Jack,Hoffman,1930-03-11,77,234,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fdofdztjaac7fovw6ghe"
1958,CHB,DL,E,0,ACT,Bob Jewett,Robert,Jewett,1934-11-14,74,198,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cyy3mjd0xnp2gqnwdvx4"
1958,CHB,DL,DT,0,ACT,Stan Jones,Stanley,Jones,1931-11-24,73,250,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsdzstr4mxivalcumbwi"
1958,CHB,DL,DT,0,ACT,Bob Kilcullen,Robert,Kilcullen,1934-05-13,75,245,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ewcsomim6ittarkuq2jf"
1958,CHB,DL,DT,0,ACT,Earl Leggett,Earl,Leggett,1933-03-05,75,265,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/luaxb1k7nksfanj7waue"
1958,CHB,DL,E,0,ACT,Bill McColl,William,McColl,1930-04-02,76,230,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c7ejkcsgkpgmnfinibv2"
1958,CHB,DL,DT,0,ACT,John Mellekas,John,Mellekas,1933-06-14,75,255,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x12gqigidvcw8zoayleg"
1958,CHB,DL,E,0,ACT,Rocky Ryan,John,Ryan,1932-07-05,73,202,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uoq5ofzq7qtf3uoehjlt"
1958,CHB,DL,DT,0,ACT,Fred Williams,Fred,Williams,1929-02-08,76,256,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blqbuj5dlmuqssxysmze"
1958,CHB,LB,LB,0,ACT,Joe Fortunato,Joseph,Fortunato,1930-03-28,73,225,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oechue3vmkc6dg8cvvoe"
1958,CHB,LB,LB,0,ACT,Bill George,William,George,1929-10-27,74,235,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b1aezdqllvhx71dcurkc"
1958,CHB,LB,LB,0,ACT,Wayne Hansen,George,Hansen,1928-10-06,74,228,Northern Colorado,,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kanpaubjmydamqxowkkp"
1958,CHB,LB,LB,0,ACT,Chuck Howley,Charles,Howley,1936-06-28,75,225,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqhgl1rcuyfg5vaq2h1p"
1958,CHB,LB,LB,0,ACT,Bill Roehnelt,William,Roehnelt,1936-06-04,73,225,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxd4ofmfsidvnb2vrszh"
1958,CHB,OL,G,0,ACT,Abe Gibron,Abraham,Gibron,1925-09-22,71,243,Northern Colorado,,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywylip85kd904rjd7mws"
1958,CHB,OL,OT,0,ACT,Dick Klein,Richard,Klein,1934-02-11,76,255,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avhstoswwk22jqcuzmw7"
1958,CHB,OL,OT,0,ACT,Herman Lee,Willie,Lee,1931-08-29,76,247,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/anbb6ddu1i6rfhsaje4f"
1958,CHB,OL,C,0,ACT,Larry Strickland,Lawrence,Strickland,1931-09-03,76,245,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kssjliy8y6b76bt7nf82"
1958,CHB,QB,QB,0,ACT,George Blanda,George,Blanda,1927-09-17,74,215,Northern Colorado,,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aofp1gfh2uwiundjxs4h"
1958,CHB,QB,QB,0,ACT,Zeke Bratkowski,Edmund,Bratkowski,1931-10-20,74,210,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kentod4dlvnxdwmhcepl"
1958,CHB,QB,QB,0,ACT,Ed Brown,Charles,Brown,1928-10-26,74,220,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qnyjyfapvhqlm0hnyvvj"
1958,CHB,QB,QB,0,ACT,Rudy Bukich,Rudolph,Bukich,1932-03-15,73,205,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oth1cc8hsx8sy4cd78lc"
1958,CHB,RB,FB,0,ACT,Rick Casares,Ricardo,Casares,1931-07-04,74,225,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjm31qqkeezveopxyl6j"
1958,CHB,RB,FB,0,ACT,Merrill Douglas,Merrill,Douglas,1936-03-15,72,204,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ew1gbnygoy0e49jspteg"
1958,CHB,RB,HB,0,ACT,Willie Galimore,Willie,Galimore,1935-03-30,73,187,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/exienbn0gn6cliwa6uo1"
1958,CHB,RB,HB,0,ACT,Johnny Morris,John,Morris,1935-09-26,70,180,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/psufww3ao0hwtqfe1gim"
1958,CHB,WR,WR,0,ACT,Bob Carey,Robert,Carey,1930-02-08,77,219,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlvk8och4nhgzrpylubp"
1958,CHC,DB,DB,0,ACT,Bobby Gordon,Bobby,Gordon,1935-12-07,72,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wof10nxpu687rcawtdet"
1958,CHC,DB,DB,0,ACT,Charlie Jackson,Charles,Jackson,1936-03-03,71,180,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wutv9bvmogu4s030wygi"
1958,CHC,DB,DB,0,ACT,Lowell Lander,Lowell,Lander,1932-09-12,72,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y6jfpbxawjmvzpgqlyt3"
1958,CHC,DB,DB,0,ACT,Night Train Lane,Richard,Lane,1927-04-16,73,200,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/slazf2uydm3am5hfyztv"
1958,CHC,DB,DB,0,ACT,Woodley Lewis,Woodley,Lewis,1925-06-14,72,195,Northern Colorado,,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w0ozakuuxk6kfwh78rz6"
1958,CHC,DB,DB,0,ACT,Dick Nolan,Richard,Nolan,1932-03-26,73,185,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gyw4fy96rezxqjye3sgt"
1958,CHC,DL,E,0,ACT,Max Boydston,Max,Boydston,1932-01-22,74,207,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zcr7j90ottpmskd4d35b"
1958,CHC,DL,DT,0,ACT,Ed Culpepper,Robert,Culpepper,1934-01-21,73,255,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g5ivasdhqswsrihye7th"
1958,CHC,DL,DT,0,ACT,Ed Husmann,Edward,Husmann,1931-08-06,74,245,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h5wiqbdnsmapy5ymo543"
1958,CHC,DL,DE,0,ACT,Bob Konovsky,Robert,Konovsky,1934-08-19,74,245,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jglf8u5lnofchha7kgcz"
1958,CHC,DL,E,0,ACT,Gern Nagler,Robert,Nagler,1932-02-23,74,190,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l2nzzaakpiwxauqjoocm"
1958,CHC,DL,DE,0,ACT,Luke Owens,Luke,Owens,1933-10-09,74,260,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r0coqmcfjg4n2t5p5ild"
1958,CHC,DL,DE,0,ACT,Leo Sugar,Leo,Sugar,1929-04-06,73,210,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e66tbw5bv9o1lydrjqen"
1958,CHC,DL,DT,0,ACT,Chuck Ulrich,Charles,Ulrich,1929-12-14,76,250,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cuqwyzjg4me8nvfkkgba"
1958,CHC,LB,LB,0,ACT,Carl Brettschneider,Carl,Brettschneider,1931-12-02,73,225,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpkcqo1tnr62c0crhjyt"
1958,CHC,LB,LB,0,ACT,Doug Eggers,Douglas,Eggers,1930-09-21,72,213,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pntd5rhoiwtabajbc8id"
1958,CHC,LB,LB,0,ACT,Dale Meinert,Dale,Meinert,1933-12-18,74,220,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wj6vvhxfjgn1bgsohd7i"
1958,CHC,LB,LB,0,ACT,Jack Patera,John,Patera,1933-08-01,73,241,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kr6x6jrvxm7v5fqu9ekx"
