season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2005,ARZ,C,,60,Active,Nick Leckey,Nick,Leckey,1982-03-12,75,298,,00-0022904,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjzg26rsznmtbnm5khjo",,17,REG,A01,Nick,LEC297966,,,2004,2004,ARZ,8
2005,ARZ,C,,65,Active,Shawn Lynch,Shawn,Lynch,1979-07-25,76,294,,00-0020776,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egsnkt5paoml4kdriusl",,17,REG,A01,Shawn,LYN622935,,,2002,2002,DAL,138
2005,ARZ,CB,,47,Active,Aaron Francisco,Aaron,Francisco,1983-07-05,74,206,,00-0023213,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agt6bgudhdxc0hwyk9i8",,17,REG,A01,Aaron,FRA212200,,,2005,2005,ARZ,17
2005,ARZ,CB,,25,Active,Eric Green,Eric,Green,1982-03-16,71,188,,00-0023510,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji2aspvpfc8jhgvzdxur",,17,REG,A01,Eric,GRE188533,,,2005,2005,NYG,230
2005,ARZ,CB,,27,Active,David Macklin,David,Macklin,1978-07-14,70,200,,00-0019563,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dond3llacavk0z8pw9kw",,17,REG,A01,David,MAC601067,,,2000,2000,ARZ,135
2005,ARZ,CB,,21,Inactive,Antrel Rolle,Antrel,Rolle,1982-12-16,72,206,Miami (Fla.),00-0023443,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/issrtvdibba1d0c1msjb",,17,REG,I01,Antrel,ROL403288,,,2005,2005,,
2005,ARZ,CB,,26,Active,Robert Tate,Robert,Tate,1973-10-19,71,195,,00-0016061,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujukkzm8hr35yd1zbjhv",,17,REG,A01,Robert,TAT441792,,,1997,1997,,
2005,ARZ,CB,,23,Inactive,Raymond Walls,Raymond,Walls,1979-07-24,71,189,,00-0020324,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsw1kn9mwmnhcqhysxxu",,17,REG,I01,Raymond,WAL567006,,,2001,2001,,
2005,ARZ,DB,,38,Active,Dyshod Carter,Dyshod,Carter,1978-06-18,70,195,,00-0019945,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bcizmnl0c8hghh67nauz",,17,REG,A01,Dyshod,CAR647565,,,2001,2001,ARZ,2
2005,ARZ,DE,,56,Active,Chike Okeafor,Chike,Okeafor,1976-03-27,77,265,,00-0012333,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgc4iphsyzbexlwba53y",,17,REG,A01,Chike,OKE059326,,,1999,1999,,
2005,ARZ,DE,,70,Active,Anton Palepoi,Anton,Palepoi,1978-11-19,75,283,,00-0021188,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fclqnal2nx7ledcazqq0",,17,REG,A01,Anton,PAL144687,,,2002,2002,,
2005,ARZ,DE,,67,Active,Antonio Smith,Antonio,Smith,1981-10-21,75,274,Oklahoma State,00-0022793,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vn71m9jwu5uxmfllobfb",,17,REG,A01,Antonio,SMI040937,,,2004,2004,,
2005,ARZ,DE,,96,Inactive,R-Kal Truluck,R-Kal,Truluck,1974-09-30,76,260,,00-0016635,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hzoxkfey3hhn8twxwhhm",,17,REG,I01,R-Kal,TRU567222,,,1997,1997,,
2005,ARZ,DT,,93,Active,Tim Bulman,Tim,Bulman,1982-10-31,75,294,,00-0023219,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o1lspd0ptvvptjfvhffq",,17,REG,A01,Tim,BUL698188,,,2005,2005,ARZ,2
