season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1940,BRK,DL,DG,0,ACT,Ty Coon,Edward,Coon,1915-07-26,72,215,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vb18iyeeunkji8clisjq"
1940,BRK,DL,DG,0,ACT,Mike Gussie,Michael,Gussie,1917-09-13,72,204,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cw1hcfo3bzlunizcdpsi"
1940,BRK,DL,E,0,ACT,Harold Hill,James,Hill,1914-12-08,72,200,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c8texaywmg2wsa4tmlnq"
1940,BRK,DL,DG,0,ACT,Art Jocher,Arthur,Jocher,1915-10-19,73,207,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ww6fl5umogrsrvclxcji"
1940,BRK,DL,DG,0,ACT,Steve Petro,Stephen,Petro,1914-10-21,70,190,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zstplycrr93ia5mlpzvm"
1940,BRK,DL,DG,0,ACT,Jim Sivell,Ralph,Sivell,1914-03-12,69,205,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bo85loewdqfvjtsriijj"
1940,BRK,OL,C,0,ACT,Lou Mark,Louis,Mark,1914-12-21,73,210,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcdimyrnsu3wpcldionb"
1940,BRK,OL,OT,0,ACT,Walt Merrill,Walter,Merrill,1917-08-07,74,215,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vxrjsqhngokucho6u7ha"
1940,BRK,OL,C,0,ACT,Bud Svendsen,Earl,Svendsen,1915-02-07,73,195,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b9mw70f7t2th8lzl2mqr"
1940,BRK,QB,QB,0,ACT,Wendell Butcher,Wendell,Butcher,1914-03-28,73,190,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ax5mhorubaazkcsefygk"
1940,BRK,QB,QB,0,ACT,Ace Parker,Clarence,Parker,1912-05-17,72,178,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gztcd7spbjkqztei60xe"
1940,BRK,QB,QB,0,ACT,Rhoten Shetley,Rhoten,Shetley,1918-02-07,71,208,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yalcgiqet8gacpbrdedt"
1940,BRK,RB,HB,0,ACT,George Cafego,George,Cafego,1915-08-30,70,180,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yofvpqxyf1nmhegf3uem"
1940,BRK,RB,HB,0,ACT,Dick Cassiano,Richard,Cassiano,1917-10-07,71,175,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edfksxgma5kosfi7ogme"
1940,BRK,RB,FB,0,ACT,Sam Francis,Harrison,Francis,1913-10-26,72,207,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tosmdxthr3alxr50xwk9"
1940,BRK,RB,HB,0,ACT,Ralph Kercheval,Ralph,Kercheval,1911-12-01,73,190,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qtlqzjepfpij3vw4spid"
1940,BRK,RB,FB,0,ACT,Ben Kish,Benjamin,Kish,1917-03-31,72,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hz2o69hfavmcsevma4a9"
