season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1930,BRK,DL,DG,0,ACT,Mal Bleecker,Malcolm,Bleecker,1906-10-06,72,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ip9pjlvz7kq4hfrwlxnn"
1930,BRK,DL,DG,0,ACT,Ed Comstock,Elwyn,Comstock,1903-07-12,74,205,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ddwkjo5zqrjjitnuedqt"
1930,BRK,DL,DG,0,ACT,Ernie Cuneo,Ernest,Cuneo,1905-05-27,69,192,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adge6zsmoqlxxvgwfsny"
1930,BRK,DL,DG,0,ACT,Bob Gillson,Robert,Gillson,1905-05-04,72,208,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnjf1epbotr8wnckm91n"
1930,BRK,DL,E,0,ACT,Jim Mooney,James,Mooney,1907-09-16,71,190,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwyfasnbgfxvnvppza1s"
1930,BRK,DL,E,0,ACT,Johnny Tomaini,John,Tomaini,1902-07-19,72,192,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vsivzwiuhobgbbnbok3n"
1930,BRK,DL,DG,0,ACT,Stu Worden,Stuart,Worden,1907-05-06,72,204,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rh7xr8gemjvmnijawhqa"
1930,BRK,OL,C,0,ACT,Bernie Crowl,Richard,Crowl,1908-03-25,70,185,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pg3g9joxto7yrawqgbvy"
1930,BRK,OL,C,0,ACT,Swede Hagberg,Rudolph,Hagberg,1907-06-18,76,219,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uaerlpvkubvtxtnqhff7"
1930,BRK,OL,C,0,ACT,Jack McArthur,Jackson,McArthur,1903-05-30,71,211,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bssfmzfkm8x7pj5sn9jf"
1930,BRK,OL,C,0,ACT,Skippy Scheib,Lee,Scheib,1903-07-28,74,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b8ylq2uuujnc1q47fdqa"
1930,BRK,QB,QB,0,ACT,Algy Clark,Myers,Clark,1904-01-01,70,190,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e6js5dnuoipanqcgwmv6"
1930,BRK,QB,QB,0,ACT,Wild Bill Kelly,William,Kelly,1905-06-24,70,184,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o3gyxigv4el6fnxi8zpe"
1930,BRK,RB,HB,0,ACT,Ben Greenberg,Benjamin,Greenberg,1907-01-01,69,170,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ygrbxvbdba63lb3gqg1m"
1930,BRK,RB,HB,0,ACT,Horse Hagerty,Loris,Hagerty,1905-04-16,70,185,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z332neaptzhmfqhhyb8l"
1930,BRK,RB,HB,0,ACT,Bob Mahan,Robert,Mahan,1904-02-06,69,178,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a1azpadj4lw0nct7jusr"
1930,BRK,RB,FB,0,ACT,Jack McBride,John,McBride,1901-11-30,71,190,Northern Colorado,,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kaqb8pwgfuc940cnqaqb"
1930,BRK,RB,HB,0,ACT,Jim Miller,Henry,Miller,1908-02-19,71,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uds6totsy4okgpmjxcue"
1930,BRK,RB,HB,0,ACT,Jim Schuber,James,Schuber,1904-06-23,68,160,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjz46aozthgs5cr08v8r"
1930,BRK,RB,HB,0,ACT,Rex Thomas,Rolla,Thomas,1901-01-04,69,174,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctlwub2sct6wpzh91hyn"
1930,BRK,RB,HB,0,ACT,Stumpy Thomason,John,Thomason,1906-02-24,67,198,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqihuv4oeb9zvihqhzzn"
1930,BRK,RB,HB,0,ACT,Chuck Weimer,Howard,Weimer,1904-09-05,69,175,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pe2vp5jmbxkwryvvkxab"
1930,BRK,RB,HB,0,ACT,Izzy Yablock,Julius,Yablock,1907-07-28,70,172,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dllg4rk9x8hiauf0pscq"
1930,BRK,WR,WR,0,ACT,Fred Getz,Frederick,Getz,1908-08-12,73,192,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tycpmlusvwstkwbiohfc"
1930,BRK,WR,WR,0,ACT,Matt Kelsch,Matthew,Kelsch,1904-10-04,71,190,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sivc7rq1d9zzcihxlmkm"
1930,BRK,WR,WR,0,ACT,Earl Plank,Earl,Plank,1905-07-28,,174,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hijht1bjldgvegxzna92"
1930,BRK,WR,WR,0,ACT,Ev Rowan,Everett,Rowan,1902-10-18,73,185,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ly9igryskwzuoofkp4az"
1930,BRK,WR,WR,0,ACT,Mike Stramiello,Michael,Stramiello,1907-02-02,73,199,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ggdh1mjemaau3o6tbped"
1930,BRK,,,0,ACT,Hec Garvey,Arthur,Garvey,1900-02-20,73,235,Northern Colorado,,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oxbxwtcfbuf104bsocbh"
1930,BRK,,,0,ACT,Hoot Haines,Harry,Haines,1907-02-25,72,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rwynyi5asrrwwfmki0qz"
1930,BRK,,,0,ACT,Al Jolley,Alvin,Jolley,1899-09-25,74,220,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmbonutam2opsycmageh"
1930,BRK,,,0,ACT,John Lott,John,Lott,1906-01-01,,,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/skkke2zitgxtdsuxakyr"
1930,BRK,,,0,ACT,Hal Stotsbery,Herald,Stotsbery,1907-05-11,71,235,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h2cyd4xvjgngn7kd2ws9"
1930,CHB,DL,DG,0,ACT,Cliff Ashburn,Clifford,Ashburn,1905-11-21,71,190,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oivyed5t0wjhc4grsjfv"
1930,CHB,DL,DG,0,ACT,Zuck Carlson,Jules,Carlson,1904-11-12,72,210,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xyparwuqcyx6dhijjwme"
1930,CHB,DL,DG,0,ACT,Babe Frump,Maurice,Frump,1901-07-15,72,225,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ropez8sxukica3o3yfct"
1930,CHB,DL,E,0,ACT,Luke Johnsos,Luke,Johnsos,1905-12-06,74,198,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oss2jijoydevoopgqzku"
1930,CHB,DL,DG,0,ACT,Danny McMullen,Daniel,McMullen,1906-05-08,68,242,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zhu3t9edyuij66vpgi4e"
1930,CHB,DL,DG,0,ACT,Paul Schuette,Paul,Schuette,1906-03-10,72,216,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/irmgwdca5zoqcta94arm"
1930,CHB,DL,DG,0,ACT,Larry Steinbach,Lawrence,Steinbach,1900-12-23,72,212,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l2ii5utmqhq2vbtdprfi"
1930,CHB,OL,C,0,TRT,Bill Fleckenstein,William,Fleckenstein,1903-11-04,73,208,Northern Colorado,,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ssj8ijv8ifddz6aofcxb"
1930,CHB,OL,C,0,ACT,Bert Pearson,Madison,Pearson,1905-03-22,72,210,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t36vz7ijftwgeycwj7wh"
1930,CHB,OL,C,0,ACT,George Trafton,George,Trafton,1896-12-06,74,235,Northern Colorado,,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owpcjmzuznk7j61bsqd7"
1930,CHB,QB,QB,0,ACT,Carl Brumbaugh,Carl,Brumbaugh,1906-09-22,70,180,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/axchy6cgybcsg0uc5bwn"
1930,CHB,QB,QB,0,ACT,Joey Sternaman,Joseph,Sternaman,1900-02-01,66,152,Northern Colorado,,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zplqdwuqt6h1gepvvayu"
1930,CHB,QB,QB,0,ACT,Laurie Walquist,Lawrence,Walquist,1898-03-09,68,167,Northern Colorado,,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uxwfs1qr7anvw6dplwph"
1930,CHB,RB,HB,0,ACT,Stub Blackman,Harold,Blackman,1908-01-15,71,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nzzrsa5monukhmhwr9ca"
1930,CHB,RB,RB,0,ACT,Paul Franklin,Paul,Franklin,1906-02-10,74,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycvh9ml5lwohtd8dsnz6"
1930,CHB,RB,HB,0,ACT,Red Grange,Harold,Grange,1903-06-13,72,180,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgftasf8stob12u1ypje"
1930,CHB,RB,HB,0,ACT,Walt Holmer,Walter,Holmer,1902-12-05,73,187,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lz6nwgi9pz3dggolo1la"
1930,CHB,RB,HB,0,ACT,Joe Lintzenich,Joseph,Lintzenich,1908-03-26,71,187,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cyehcjhdcns9wvlcqhem"
1930,CHB,RB,FB,0,ACT,Bronko Nagurski,Bronislaw,Nagurski,1908-11-03,74,225,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nayn9idlupcoknfhrcle"
1930,CHB,RB,HB,0,ACT,Dick Nesbitt,Richard,Nesbitt,1907-11-12,72,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hxohzhgfodic8qnhpb1g"
