season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2003,ARZ,C,,48,Active,Nathan Hodel,Nathan,Hodel,1977-11-12,74,247,,00-0019834,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n5qaiwrdad5gg27anmt7",,17,REG,A01,Nathan,HOD104287,,,2001,2001,ARZ,141
2003,ARZ,CB,,36,Active,David Barrett,David,Barrett,1977-12-22,70,195,,00-0019469,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/umjxxgkqhby8fpldiwjg",,17,REG,A01,David,BAR591346,,,2000,2000,ARZ,123
2003,ARZ,CB,,25,Active,Jason Goss,Jason,Goss,1979-10-04,71,189,,00-0021741,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcmjarrtia6gnk9bjuet",,17,REG,A01,Jason,GOS211716,,,2003,2003,ARZ,98
2003,ARZ,CB,,21,Active,Renaldo Hill,Renaldo,Hill,1978-11-12,71,182,,00-0020301,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rorxarsqgaxn4ptdxemq",,17,REG,A01,Renaldo,HIL570463,,,2001,2001,SEA,21
2003,ARZ,CB,,26,Active,Emmanuel McDaniel,Emmanuel,McDaniel,1972-07-27,69,180,,00-0010785,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlx3lginvt7uin8iophr",,17,REG,A01,Emmanuel,MCD048550,,,1996,1996,MIA,149
2003,ARZ,CB,,23,Active,Coby Rhinehart,Jacoby,Rhinehart,1977-02-07,71,191,,00-0013623,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnux3xhim31pj5lvncla",,17,REG,A01,Coby,RHI444955,,,1999,1999,,
2003,ARZ,DE,,96,Active,Dennis Johnson,Dennis,Johnson,1979-12-04,77,258,,00-0021086,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jvyuw7lwdnkmma3td8l6",,17,REG,A01,Dennis,JOH187803,,,2002,2002,ARZ,18
2003,ARZ,DE,,72,Active,Kenny King,Kenny,King,1981-04-23,75,281,,00-0021916,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbyw1mklh9io58jrfuhy",,17,REG,A01,Kenny,KIN562512,,,2003,2003,ARZ,185
2003,ARZ,DE,,79,Active,Calvin Pace,Calvin,Pace,1980-10-28,76,269,Wake Forest,00-0022120,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvnfloe2zlayioxkmtsn",,17,REG,A01,Calvin,PAC125680,,,2003,2003,ARZ,177
2003,ARZ,DE,,97,Active,Fred Wakefield,Fred,Wakefield,1978-09-17,79,289,,00-0020024,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvkmz7po3f1ld4sjaq4j",,17,REG,A01,Fred,WAK168981,,,2001,2001,,
2003,ARZ,DT,,94,Active,Marcus Bell,Marcus,Bell,1979-06-01,74,323,,00-0020297,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okszwma8xlggzzilczdg",,17,REG,A01,Marcus,BEL476336,,,2001,2001,NYJ,166
2003,ARZ,DT,,91,Active,Wendell Bryant,Wendell,Bryant,1980-09-12,77,308,,00-0021384,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g4frcbnwtwknxsuyzcfi",,17,REG,A01,Wendell,BRY736183,,,2002,2002,ARZ,36
2003,ARZ,DT,,92,Inactive,Barron Tanner,Barron,Tanner,1973-09-14,75,347,,00-0016041,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z8ydqlkw077fkyfzxbri",,17,REG,I01,Barron,TAN404038,,,1997,1997,,
2003,ARZ,FB,,42,Active,James Hodgins,James,Hodgins,1977-04-30,73,270,,00-0007546,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tbyeudue6rinjlocdtgw",,17,REG,A01,James,HOD543222,,,1999,1999,ARZ,149
2003,ARZ,FS,,29,Active,Quentin Harris,Quentin,Harris,1977-01-26,73,214,,00-0021055,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e40z5nb4bswz2rwnpvu5",,17,REG,A01,Quentin,HAR508291,,,2002,2002,SD,45
2003,ARZ,FS,,34,Active,Dexter Jackson,Dexter,Jackson,1977-07-28,72,203,,00-0008115,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ezmi6vswxetasp3b825f",,17,REG,A01,Dexter,JAC128971,,,1999,1999,ARZ,81
2003,ARZ,G,,75,Active,Leonard Davis,Leonard,Davis,1978-09-05,78,370,,00-0020533,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofpta3kbyulrulgatcnz",,17,REG,A01,Leonard,DAV527481,,,2001,2001,ARZ,49
2003,ARZ,G,,67,Active,Chris Dishman,Chris,Dishman,1974-02-27,75,323,,00-0004336,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/llogbfeqvfnidn5z65w6",,17,REG,A01,Chris,DIS613185,,,1997,1997,ARZ,98
2003,ARZ,G,,63,Active,Frank Garcia,Frank,Garcia,1972-01-28,74,302,,00-0005753,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oifddp05rrlxphquae8y",,17,REG,A01,Frank,GAR085105,,,1995,1995,TB,113
2003,ARZ,G,,66,Active,Pete Kendall,Pete,Kendall,1973-07-09,77,292,,00-0009137,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ktm1r6dsrjmjviysteyc",,17,REG,A01,Pete,KEN043723,,,1996,1996,SD,109
2003,ARZ,G,,73,Active,Raleigh Roundtree,Raleigh,Roundtree,1975-08-31,77,330,,00-0014086,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqqh4xqgaue4vxqxjspd",,17,REG,A01,Raleigh,ROU158616,,,1997,1997,,
2003,ARZ,G,,76,Active,Cameron Spikes,Cameron,Spikes,1976-11-06,76,323,,00-0015471,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhnjbzlsm3jzdvlx19nz",,17,REG,A01,Cameron,SPI237055,,,1999,1999,,
2003,ARZ,G,,74,Active,Reggie Wells,Reggie,Wells,1980-11-03,76,300,,00-0021911,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yuckj30mzuevgyronep2",,17,REG,A01,Reggie,WEL570156,,,2003,2003,,
2003,ARZ,K,,1,Active,Neil Rackers,Neil,Rackers,1976-08-16,72,205,,00-0019676,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wczge8w8yhljlfp4pq60",,17,REG,A01,Neil,RAC540222,,,2000,2000,,
2003,ARZ,MLB,,54,Active,Gerald Hayes,Gerald,Hayes,1980-10-10,73,238,,00-0021941,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejvbr0jntfewtwfwcawr",,17,REG,A01,Gerald,HAY169450,,,2003,2003,DEN,190
2003,ARZ,MLB,,57,Active,Ronald McKinnon,Ronald,McKinnon,1973-09-20,72,248,,00-0010970,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vblu89npy37ys3cpm1of",,17,REG,A01,Ronald,MCK662336,,,1996,1996,ARZ,41
2003,ARZ,MLB,,53,Active,Michael Young,Michael,Young,1978-06-01,74,223,,00-0020026,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/crmngnkvbwlf4jq8cer6",,17,REG,A01,Michael,YOU401988,,,2001,2001,,
2003,ARZ,NT,,98,Active,Russell Davis,Russell,Davis,1975-03-28,76,306,,00-0004046,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a4rjcl7iqfgiyfcqzvfk",,17,REG,A01,Russell,DAV722013,,,1999,1999,ARZ,49
2003,ARZ,NT,,95,Inactive,Derrick Ransom,Derrick,Ransom,1976-09-13,75,306,,00-0013418,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/brdmkznps2vdyey0xacz",,17,REG,I01,Derrick,RAN740836,,,1998,1998,,
2003,ARZ,OLB,,51,Active,James Darling,James,Darling,1974-12-29,73,250,,00-0003902,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o3uqipp2ru0fhmnd5to3",,17,REG,A01,James,DAR366462,,,1997,1997,CHI,48
2003,ARZ,OLB,,52,Active,Levar Fisher,Levar,Fisher,1979-07-02,73,233,,00-0021177,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jyxipwe0ibmt7otsyouy",,17,REG,A01,Levar,FIS442476,,,2002,2002,ARZ,202
2003,ARZ,OLB,,56,Active,LeVar Woods,LeVar,Woods,1978-03-15,75,241,,00-0020025,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cdutg2bcyzyyiv2lbklk",,17,REG,A01,LeVar,WOO528198,,,2001,2001,,
2003,ARZ,P,,10,Active,Scott Player,Scott,Player,1969-12-17,73,220,,00-0013028,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zzhrpz8oqrxddhee6m10",,17,REG,A01,Scott,PLA800918,,,1996,1996,,
2003,ARZ,QB,,11,Inactive/3rd QB,Jeff Blake,Jeff,Blake,1970-12-04,73,210,,00-0001335,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pigpwarvjuixfgxbigc8",,17,REG,I02,Jeff,BLA575324,,,1992,1992,ARZ,54
2003,ARZ,QB,,12,Active,Josh McCown,Joshua,McCown,1979-07-04,76,223,Sam Houston State,00-0021206,3609,a261fd0a-b096-4db7-bd51-2f13bde485da,5967,2513,1085,McCoJo01,5282,208,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",,17,REG,A01,Josh,MCC600777,,,2002,2002,SL,145
2003,ARZ,QB,,15,Active,Preston Parsons,Preston,Parsons,1979-02-19,76,222,,00-0021062,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mvawpauxwi3ngog1jzdb",,17,REG,A01,Preston,PAR757957,,,2002,2002,ARZ,64
2003,ARZ,RB,,20,Active,Damien Anderson,Damien,Anderson,1979-07-17,71,217,,00-0021048,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hzf1euye460niokyshx5",,17,REG,A01,Damien,AND174725,,,2002,2002,ARZ,223
2003,ARZ,RB,,46,Inactive,Josh Rue,Joshua,Rue,1979-08-19,75,245,,00-0021796,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ww62pw2cbybg0zkygkkl",,17,REG,I01,Josh,RUE009886,,,2003,2003,,
2003,ARZ,RB,,33,Active,Josh Scobey,Josh,Scobey,1979-12-11,72,218,,00-0021098,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jaytetd30prsjk0sofj6",,17,REG,A01,Josh,SCO006920,,,2002,2002,,
2003,ARZ,RB,,31,Active,Marcel Shipp,Marcel,Shipp,1978-08-08,71,219,,00-0020022,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tfkcgmlkglg6polnzc",,17,REG,A01,Marcel,SHI461748,,,2001,2001,,
2003,ARZ,RB,,22,Active,Emmitt Smith,Emmitt,Smith,1969-05-15,69,209,,00-0015165,,,,,,,,,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ub78gyoyi3x1wlaow49n",,17,REG,A01,Emmitt,SMI259840,,,1990,1990,,
2003,ARZ,SS,,24,Active,Adrian Wilson,Adrian,Wilson,1979-10-12,75,207,,00-0020505,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hggrkd7ycihzcysg0lfk",,17,REG,A01,Adrian,WIL647976,,,2001,2001,,
2003,ARZ,T,,65,Active,Anthony Clement,Anthony,Clement,1976-04-10,80,330,,00-0003105,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zkgotx266qrgygs29qot",,17,REG,A01,Anthony,CLE167954,,,1998,1998,ARZ,2
2003,ARZ,T,,70,Inactive,L.J. Shelton,Lonnie,Shelton,1976-03-21,78,335,,00-0014776,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rabrjna8dmtfnqjjzhez",,17,REG,I01,L.J.,SHE428521,,,1999,1999,,
2003,ARZ,TE,,84,Inactive,Mike Banks,Mike,Banks,1979-11-05,76,260,,00-0021103,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l7j3mjrw0ufobjdptcrf",,17,REG,I01,Mike,BAN568821,,,2002,2002,ARZ,102
2003,ARZ,TE,,87,Active,Steve Bush,Steven,Bush,1974-07-04,75,260,,00-0002380,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqynpo970skjbegedyof",,17,REG,A01,Steve,BUS305892,,,1997,1997,PHI,57
2003,ARZ,TE,,49,Inactive,Lorenzo Diamond,Lorenzo,Diamond,1978-12-15,74,253,,00-0021554,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/chaqfuqohqavqojguc12",,17,REG,I01,Lorenzo,DIA462007,,,2003,2003,CAR,132
2003,ARZ,TE,,85,Active,Freddie Jones,Freddie,Jones,1974-09-16,76,270,,00-0008749,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfqlhiqdcrxyuzbemvjw",,17,REG,A01,Freddie,JON318912,,,1997,1997,CIN,169
2003,ARZ,WR,,81,Active,Anquan Boldin,Anquan,Boldin,1980-10-03,73,216,Florida State,00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,BoldAn00,11712,655,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajabgwxbliupgkwjbnut",,17,REG,A01,Anquan,BOL283010,,,2003,2003,ARZ,12
2003,ARZ,WR,,86,Active,Bryan Gilmore,Bryan,Gilmore,1978-07-21,72,194,,00-0019302,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mrjlorr5e094c3nq58nk",,17,REG,A01,Bryan,GIL775180,,,2000,2000,ARZ,17
2003,ARZ,WR,,83,Active,Bryant Johnson,Bryant,Johnson,1981-03-07,74,214,,00-0022156,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yx3wawkjsqdsyvsh8psw",,17,REG,A01,Bryant,JOH086211,,,2003,2003,ARZ,18
2003,ARZ,WR,,82,Inactive,Kevin Kasper,Kevin,Kasper,1977-12-23,73,193,,00-0020256,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dg3rda0dgpljqeg01z55",,17,REG,I01,Kevin,KAS392040,,,2001,2001,ARZ,190
2003,ARZ,WR,,89,Active,Nate Poole,Nate,Poole,1977-02-01,74,212,,00-0020021,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enwjzta1aqe74w1np3bl",,17,REG,A01,Nate,POO453987,,,2001,2001,,
2003,ATL,C,,62,Active,Todd McClure,Todd,McClure,1977-02-16,73,286,,00-0010711,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ucenhyrtlxlz3upva3qr",,17,REG,A01,Todd,MCC451792,,,1999,1999,NO,70
2003,ATL,C,,48,Active,Derek Rackley,Derek,Rackley,1977-07-18,76,250,,00-0019146,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xv4qo1rn52jlndfpsdd4",,17,REG,A01,Derek,RAC563472,,,2000,2000,SEA,47
