season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2002,ARZ,C,,64,Active,Steven Grace,Steven,Grace,1979-02-13,75,296,,00-0021054,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjwi3lauedhakasym8tm",,17,REG,A01,Steven,GRA052503,,,2002,2002,ARZ,98
2002,ARZ,C,,48,Active,Nathan Hodel,Nathan,Hodel,1977-11-12,74,245,,00-0019834,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n5qaiwrdad5gg27anmt7",,17,REG,A01,Nathan,HOD104287,,,2001,2001,ARZ,116
2002,ARZ,C,,50,Active,Jason Starkey,Jason,Starkey,1977-07-15,76,297,,00-0019518,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajjebipnwcxa3jliudpw",,17,REG,A01,Jason,STA573574,,,2000,2000,,
2002,ARZ,CB,,36,Inactive,David Barrett,David,Barrett,1977-12-22,70,198,,00-0019469,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/umjxxgkqhby8fpldiwjg",,17,REG,I01,David,BAR591346,,,2000,2000,ARZ,123
2002,ARZ,CB,,21,Active,Renaldo Hill,Renaldo,Hill,1978-11-12,71,183,,00-0020301,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rorxarsqgaxn4ptdxemq",,17,REG,A01,Renaldo,HIL570463,,,2001,2001,SEA,21
2002,ARZ,CB,,23,Active,Coby Rhinehart,Jacoby,Rhinehart,1977-02-07,71,196,,00-0013623,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnux3xhim31pj5lvncla",,17,REG,A01,Coby,RHI444955,,,1999,1999,,
2002,ARZ,CB,,22,Active,Duane Starks,Duane,Starks,1974-05-23,70,172,,00-0015577,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lplo4mnf4qvi1hgln9vc",,17,REG,A01,Duane,STA575276,,,1998,1998,,
2002,ARZ,DB,,27,Active,Nijrell Eason,Nijrell,Eason,1979-05-20,72,204,,00-0020017,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4ydurxdxy4dxd2aowkd",,17,REG,A01,Nijrell,EAS427290,,,2001,2001,ARZ,49
2002,ARZ,DB,,29,Active,Quentin Harris,Quentin,Harris,1977-01-26,72,215,,00-0021055,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e40z5nb4bswz2rwnpvu5",,17,REG,A01,Quentin,HAR508291,,,2002,2002,SD,45
2002,ARZ,DE,,96,Active,Dennis Johnson,Dennis,Johnson,1979-12-04,77,264,,00-0021086,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jvyuw7lwdnkmma3td8l6",,17,REG,A01,Dennis,JOH187803,,,2002,2002,ARZ,81
