season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1941,BRK,DL,DG,0,ACT,Warren Alfson,Warren,Alfson,1915-05-10,72,198,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hpy0amcr8ltf2yfn4wcq"
1941,BRK,DL,DG,0,ACT,George Kinard,George,Kinard,1916-10-09,73,202,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wq10vbvgxbbgagvdhmwq"
1941,BRK,DL,DG,0,ACT,Steve Petro,Stephen,Petro,1914-10-21,70,195,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zstplycrr93ia5mlpzvm"
1941,BRK,DL,DG,0,ACT,Jim Sivell,Ralph,Sivell,1914-03-12,69,205,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bo85loewdqfvjtsriijj"
1941,BRK,DL,E,0,ACT,Don Wemple,Donald,Wemple,1917-10-14,74,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nb9ky1gxgipb6emrkzwt"
1941,BRK,OL,C,0,ACT,Ray Frick,Raymond,Frick,1919-01-16,73,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qmdwpfqp8kogdwrpbict"
1941,BRK,OL,C,0,ACT,Joe Koons,Joseph,Koons,1915-01-12,74,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rz33swukzerbsqmee0uw"
1941,BRK,OL,C,0,ACT,Tom Robertson,Thomas,Robertson,1917-07-25,72,199,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trvoaveyoaphkjcoulhx"
1941,BRK,OL,C,0,ACT,Bud Svendsen,Earl,Svendsen,1915-02-07,73,195,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b9mw70f7t2th8lzl2mqr"
1941,BRK,QB,QB,0,ACT,Wendell Butcher,Wendell,Butcher,1914-03-28,73,190,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ax5mhorubaazkcsefygk"
1941,BRK,QB,QB,0,ACT,Bill Leckonby,William,Leckonby,1917-09-16,73,185,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oogu2gkqrbe0b5ursihf"
1941,BRK,QB,QB,0,ACT,Ace Parker,Clarence,Parker,1912-05-17,72,178,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gztcd7spbjkqztei60xe"
1941,BRK,QB,QB,0,ACT,Rhoten Shetley,Rhoten,Shetley,1918-02-07,71,208,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yalcgiqet8gacpbrdedt"
1941,BRK,RB,HB,0,ACT,Merl Condit,Merlyn,Condit,1917-03-21,71,185,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpxuruhyzknp7z2fses5"
1941,BRK,RB,FB,0,ACT,Thurman Jones,Thurman,Jones,1918-04-06,70,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k4ovfm4ts5aa28q70ati"
1941,BRK,RB,FB,0,ACT,Ben Kish,Benjamin,Kish,1917-03-31,72,210,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hz2o69hfavmcsevma4a9"
1941,BRK,RB,FB,0,ACT,George Kracum,George,Kracum,1918-01-24,73,212,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qsjo2uqul5tdvfbtl7hx"
1941,BRK,RB,FB,0,ACT,Pug Manders,Clarence,Manders,1913-05-05,72,202,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enhhlh607fi77pd0wk9p"
1941,BRK,RB,HB,0,ACT,Dean McAdams,Dean,McAdams,1917-10-03,73,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/onq5vvby3c8ih3k039xo"
1941,BRK,RB,HB,0,ACT,Larry Peace,Lawrence,Peace,1917-02-13,71,185,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pz4ydifkvidpfrv7gyaf"
1941,BRK,RB,HB,0,ACT,Leo Stasica,Leo,Stasica,1916-06-15,71,185,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtizmy8wrmbqmi5qmkna"
1941,BRK,SPEC,K,0,ACT,Bruiser Kinard,Frank,Kinard,1914-10-23,73,216,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqyjltlerlfqel1vdu2c"
1941,BRK,WR,WR,0,ACT,Bill Bailey,Edgar,Bailey,1916-04-12,75,213,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pisjry4swajz1wqh2oai"
1941,BRK,WR,WR,0,ACT,Herman Hodges,Jess,Hodges,1914-11-22,73,200,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwfsigvpg2ogp3cxisyw"
1941,BRK,WR,WR,0,ACT,Dave Parker,David,Parker,1918-01-30,75,200,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbckod9dskx3ygthmsgh"
1941,BRK,WR,WR,0,ACT,Eddie Rucinski,Edward,Rucinski,1916-07-12,75,196,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tkceqvctcvvqbfyeekxf"
1941,BRK,WR,WR,0,ACT,Perry Schwartz,Perry,Schwartz,1915-04-27,74,199,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/asmr4uanpikvv7axhafk"
1941,BRK,WR,WR,0,ACT,Si Titus,Silas,Titus,1918-09-23,72,195,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrxo3iwgw2x1wdtqpdvb"
1941,BRK,,,0,ACT,Andy Fronczek,Andrew,Fronczek,1916-09-21,72,200,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wic3o3b52vtq8is2l4vw"
1941,BRK,,,0,ACT,Mike Jurich,Michael,Jurich,1919-01-07,73,225,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jcufuq1dhrbuubidivhv"
1941,BRK,,,0,ACT,Frank Kristufek,Frank,Kristufek,1915-12-12,72,209,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xru18tg1s2pwm9hiwppb"
1941,BRK,,,0,ACT,Walt Merrill,Walter,Merrill,1917-08-07,74,215,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vxrjsqhngokucho6u7ha"
1941,CHB,DL,DG,0,ACT,Al Baisi,Albert,Baisi,1917-09-06,72,215,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ql0x27clg9cyxmf5fdst"
1941,CHB,DL,DG,0,ACT,Ray Bray,Raymond,Bray,1917-02-01,72,240,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ugsw2sfstsltimnejnho"
