season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2006,ARZ,C,,60,Active,Nick Leckey,Nick,Leckey,1982-03-12,75,291,,00-0022904,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjzg26rsznmtbnm5khjo",,17,REG,A01,Nick,LEC297966,,,2004,2004,ARZ,202
2006,ARZ,C,,71,Active,Alex Stepanovich,Alex,Stepanovich,1981-09-25,76,312,,00-0022788,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vfem9ts4y3to6ccyx63g",,17,REG,A01,Alex,STE342127,,,2004,2004,,
2006,ARZ,CB,,25,Active,Eric Green,Eric,Green,1982-03-16,71,194,,00-0023510,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji2aspvpfc8jhgvzdxur",,17,REG,A01,Eric,GRE188533,,,2005,2005,ARZ,17
2006,ARZ,CB,,21,Active,Antrel Rolle,Antrel,Rolle,1982-12-16,72,208,Miami (Fla.),00-0023443,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/issrtvdibba1d0c1msjb",,17,REG,A01,Antrel,ROL403288,,,2005,2005,ARZ,177
2006,ARZ,CB,,26,Active,Robert Tate,Robert,Tate,1973-10-19,71,194,,00-0016061,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujukkzm8hr35yd1zbjhv",,17,REG,A01,Robert,TAT441792,,,1997,1997,,
2006,ARZ,CB,,22,Active,Matt Ware,Matt,Ware,1982-12-02,74,220,,00-0022786,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i260wiw936btuo64q8e7",,17,REG,A01,Matt,WAR361925,,,2004,2004,,
2006,ARZ,DB,,23,Active,Darrell Hunter,Darrell,Hunter,1983-11-29,72,206,,00-0023955,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tqctbe4gnbp2hrcx307o",,17,REG,A01,Darrell,HUN531772,,,2006,2006,DET,207
2006,ARZ,DE,,56,Active,Chike Okeafor,Chike,Okeafor,1976-03-27,77,265,,00-0012333,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgc4iphsyzbexlwba53y",,17,REG,A01,Chike,OKE059326,,,1999,1999,ARZ,100
2006,ARZ,DE,,44,Inactive,A.J. Schable,Andrew,Schable,1984-05-18,75,281,,00-0023950,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g79pm9sjio5p9waahpxe",,17,REG,I01,A.J.,SCH016249,,,2006,2006,,
2006,ARZ,DE,,94,Active,Antonio Smith,Antonio,Smith,1981-10-21,76,280,Oklahoma State,00-0022793,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vn71m9jwu5uxmfllobfb",,17,REG,A01,Antonio,SMI040937,,,2004,2004,,
2006,ARZ,DT,,93,Active,Chris Cooper,Chris,Cooper,1977-02-27,77,285,,00-0020422,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t2agh6lnxp1qtmokggl1",,17,REG,A01,Chris,COO521504,,,2001,2001,ARZ,2
2006,ARZ,DT,,90,Active,Darnell Dockett,Darnell,Dockett,1981-05-27,76,290,,00-0022930,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymkwcdhxl0vvv5b51eaz",,17,REG,A01,Darnell,DOC428041,,,2004,2004,ARZ,75
2006,ARZ,DT,,95,Inactive,Jonathan Lewis,Jonathan,Lewis,1984-07-12,73,312,,00-0024391,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjzxwi0hfldlb2bighg4",,17,REG,I01,Jonathan,LEW411339,,,2006,2006,ARZ,18
2006,ARZ,FB,,30,Active,Obafemi Ayanbadejo,Obafemi,Ayanbadejo,1975-03-05,74,230,,00-0000552,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/syqp6rncknmzkbtm3ozk",,17,REG,A01,Obafemi,AYA444955,,,1997,1997,IND,86
2006,ARZ,FS,,47,Active,Aaron Francisco,Aaron,Francisco,1983-07-05,74,212,,00-0023213,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agt6bgudhdxc0hwyk9i8",,17,REG,A01,Aaron,FRA212200,,,2005,2005,SEA,104
2006,ARZ,FS,,34,Active,Robert Griffith,Robert,Griffith,1970-11-30,72,202,,00-0006459,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mgxxpzvauryexjhku7ee",,17,REG,A01,Robert,GRI448524,,,1994,1994,ARZ,142
2006,ARZ,G,,61,Inactive,Elton Brown,Elton,Brown,1982-05-22,77,340,,00-0023546,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/da47yctefxv0hcw6cj9g",,17,REG,I01,Elton,BRO418258,,,2005,2005,ARZ,33
