season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2008,ARZ,C,,70,Active,Pat Ross,Patrick,Ross,1983-03-16,75,305,,00-0023906,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oz4ddflh1runcyqeaefk",,21,SB,A01,Pat,ROS666813,,,2006,2006,,
2008,ARZ,C,,63,Active,Lyle Sendlein,Lyle,Sendlein,1984-03-16,74,300,Texas,00-0025682,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nrlnrmybzxhguoqgsdr2",,21,SB,A01,Lyle,SEN108904,,,2007,2007,,
2008,ARZ,CB,,20,Active,Ralph Brown,Ralph,Brown,1978-09-16,70,185,,00-0019613,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/riqx7mg52wwnf3niud9v",,21,SB,A01,Ralph,BRO588846,,,2000,2000,ARZ,50
2008,ARZ,CB,,25,Inactive,Eric Green,Eric,Green,1982-03-16,71,196,,00-0023510,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji2aspvpfc8jhgvzdxur",,21,SB,I01,Eric,GRE188533,,,2005,2005,ARZ,116
2008,ARZ,CB,,26,Active,Roderick Hood,Roderick,Hood,1981-10-03,71,198,,00-0021503,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmjcwfyteocndqrinpxx",,21,SB,A01,Roderick,HOO217532,,,2003,2003,ARZ,41
2008,ARZ,CB,,29,Active,Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,1986-04-07,74,182,Tennessee State,00-0026156,11250,c881b179-070d-4289-909f-4d3594abbd79,8793,5749,4330,RodgDo99,2556,95,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sjq1mh1dhbriamgcqoim",,21,SB,A01,Dominique,ROD616216,,,2008,2008,ARZ,177
2008,ARZ,DB,,27,Active,Michael Adams,Michael,Adams,1985-06-17,68,181,,00-0025668,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6ustof4db1od2scnmv6",,21,SB,A01,Michael,ADA509576,,,2007,2007,ARZ,44
2008,ARZ,DE,,92,Active,Bert Berry,Bert,Berry,1975-08-15,75,260,,00-0001176,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/el1qocj9wnctldzgnjlz",,21,SB,A01,Bert,BER460580,,,1997,1997,ARZ,54
2008,ARZ,DE,,91,Active,Kenny Iwebema,Kenny,Iwebema,1985-02-06,76,274,,00-0026256,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hpclcnenwvqr9ol7wa5l",,21,SB,A01,Kenny,IWE088990,,,2008,2008,NE,241
2008,ARZ,DE,,55,Active,Travis LaBoy,Travis,LaBoy,1981-08-20,75,250,,00-0022894,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aummfofqegub28miquar",,21,SB,A01,Travis,LAB705651,,,2004,2004,ARZ,72
