season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1936,BOS,DL,DG,0,ACT,Rick Concannon,Ernest,Concannon,1908-01-12,72,217,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbpesmihzdrvcchzp2i3"
1936,BOS,DL,DG,0,ACT,Eddie Kahn,Edwin,Kahn,1911-11-09,69,195,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbstgr3tmrsgy1dje885"
1936,BOS,DL,DG,0,ACT,Jim Karcher,James,Karcher,1914-05-02,72,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nodetb8wbrmwrg6m1uxw"
1936,BOS,DL,E,0,ACT,Wayne Millner,Wayne,Millner,1913-01-31,73,190,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ab1ddqjlo9ounswdzbn3"
1936,BOS,DL,DG,0,ACT,Jim Moran,James,Moran,1912-09-27,73,208,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dkkj0nmsdzppmk4bpgr3"
1936,BOS,DL,DG,0,ACT,Les Olsson,Carl,Olsson,1909-08-18,72,205,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wturbdgns7dm3qzzqrsw"
1936,BOS,OL,C,0,ACT,Frank Bausch,Frank,Bausch,1908-06-14,75,225,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/plluejj3ciaflcpzhtxz"
1936,BOS,OL,OT,0,ACT,Victor Carroll,Victor,Carroll,1912-11-09,75,235,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/id4oiwyiadynuv5gi6eu"
1936,BOS,OL,OT,0,ACT,Turk Edwards,Albert,Edwards,1907-09-28,74,260,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njlw7t65qzqulroyeutc"
1936,BOS,OL,OT,0,ACT,Gail O'Brien,Joseph,O'Brien,1911-11-14,73,219,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stvr8pnppt8ff8alcbwy"
1936,BOS,OL,C,0,ACT,Larry Siemering,Lawrence,Siemering,1910-11-24,75,206,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hgbxgaiqjop4dl4o1mb5"
1936,BOS,QB,QB,0,ACT,Riley Smith,Riley,Smith,1911-07-14,74,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lrqmwtornlcoythzvhcd"
1936,BOS,RB,HB,0,ACT,Cliff Battles,Clifford,Battles,1910-05-01,73,201,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvwk4cgglhxm6mraomde"
1936,BOS,RB,FB,0,ACT,Eddie Britt,Edward,Britt,1912-07-19,74,205,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kwgywpxq2xr5cjykmm74"
1936,BOS,RB,FB,0,ACT,Don Irwin,Donald,Irwin,1913-07-22,73,196,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yciuwzszckld3lxqpwh0"
1936,BOS,RB,HB,0,ACT,Ed Justice,Edward,Justice,1912-11-19,73,198,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/plop6ucpehyhyomjwwww"
1936,BOS,RB,FB,0,ACT,Jim Musick,James,Musick,1910-05-05,71,205,Northern Colorado,,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/foitizvytriul5y11xd7"
1936,BOS,RB,HB,0,ACT,Ernie Pinckert,Erny,Pinckert,1907-05-01,72,196,Northern Colorado,,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mdmc1kqcymrvfj1srhfa"
1936,BOS,RB,HB,0,ACT,Pug Rentner,Ernest,Rentner,1910-09-18,73,186,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k0d4lfudpywqhjlcdqjt"
1936,BOS,RB,FB,0,ACT,Ed Smith,Edward,Smith,1913-06-17,74,210,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wyzafiigvcbp4iiwx8gi"
