season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2009,ARZ,C,,62,Active,Ben Claxton,Ben,Claxton,1980-07-30,74,301,,00-0022018,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j7khutzphvqgxzh5yxsf",,19,DIV,A01,Ben,CLA712686,,,2003,2003,ARZ,204
2009,ARZ,C,,63,Active,Lyle Sendlein,Lyle,Sendlein,1984-03-16,75,305,Texas,00-0025682,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nrlnrmybzxhguoqgsdr2",,19,DIV,A01,Lyle,SEN108904,,,2007,2007,ARZ,64
2009,ARZ,CB,,27,Active,Michael Adams,Michael,Adams,1985-06-17,68,181,,00-0025668,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6ustof4db1od2scnmv6",,19,DIV,A01,Michael,ADA509576,,,2007,2007,NYJ,27
2009,ARZ,CB,,20,Active,Ralph Brown,Ralph,Brown,1978-09-16,70,185,,00-0019613,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/riqx7mg52wwnf3niud9v",,19,DIV,A01,Ralph,BRO588846,,,2000,2000,ARZ,50
2009,ARZ,CB,,25,Active,Bryant McFadden,Bryant,McFadden,1981-11-21,72,190,,00-0023497,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bgoaiebtjvyqxram7cd3",,19,DIV,A01,Bryant,MCF082537,,,2005,2005,ARZ,16
2009,ARZ,CB,,29,Active,Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,1986-04-07,74,182,Tennessee State,00-0026156,11250,c881b179-070d-4289-909f-4d3594abbd79,8793,5749,4330,RodgDo99,2556,95,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sjq1mh1dhbriamgcqoim",,19,DIV,A01,Dominique,ROD616216,,,2008,2008,ARZ,177
2009,ARZ,CB,,28,Active,Gregory Toler,Gregory,Toler,1985-01-02,70,191,St. Paul's (VA),00-0026910,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fgotlhrhw2tr54bzfyhx",,19,DIV,A01,Gregory,TOL296694,,,2009,2009,,
2009,ARZ,DE,,93,Active,Calais Campbell,Calais,Campbell,1986-09-01,80,290,Miami,00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,CampCa99,3341,125,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iwzrhl7qp6toisge1an0",,19,DIV,A01,Calais,CAM208843,,,2008,2008,DEN,157
2009,ARZ,DE,,91,Active,Kenny Iwebema,Kenny,Iwebema,1985-02-06,76,280,,00-0026256,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hpclcnenwvqr9ol7wa5l",,19,DIV,A01,Kenny,IWE088990,,,2008,2008,ARZ,225
2009,ARZ,DT,,78,Active,Alan Branch,Alan,Branch,1984-12-29,77,338,Michigan,00-0025420,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p1vgxerrhwvr1eqqvbga",,19,DIV,A01,Alan,BRA489251,,,2007,2007,ARZ,142
2009,ARZ,DT,,71,Inactive,Jeremy Clark,Jeremy,Clark,1983-09-06,75,309,,00-0025714,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tgle8mi425ux2v5lk5bd",,19,DIV,I01,Jeremy,CLA381451,,,2007,2007,ARZ,33
2009,ARZ,DT,,90,Active,Darnell Dockett,Darnell,Dockett,1981-05-27,76,285,,00-0022930,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymkwcdhxl0vvv5b51eaz",,19,DIV,A01,Darnell,DOC428041,,,2004,2004,ARZ,3
2009,ARZ,FB,,32,Inactive,Nehemiah Broughton,Nehemiah,Broughton,1982-11-04,71,257,,00-0023654,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0d2b9mqjsytifiteyqw",,19,DIV,I01,Nehemiah,BRO209220,,,2005,2005,NYG,140
2009,ARZ,FB,,35,Active,Dan Kreider,Dan,Kreider,1977-03-11,71,250,,00-0019135,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dmxuhoow7t3vwvc6ahdj",,19,DIV,A01,Dan,KRE108154,,,2000,2000,NE,241
2009,ARZ,FS,,49,Inactive,Rashad Johnson,Julian,Johnson,1986-01-02,71,203,Alabama,00-0027067,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhqzxihe7l5k8vsrjwsw",,19,DIV,I01,Rashad,JOH590218,,,2009,2009,ARZ,41
2009,ARZ,FS,,21,Active,Antrel Rolle,Antrel,Rolle,1982-12-16,72,208,Miami (Fla.),00-0023443,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/issrtvdibba1d0c1msjb",,19,DIV,A01,Antrel,ROL403288,,,2005,2005,ARZ,177
2009,ARZ,G,,73,Active,Jeremy Bridges,Jeremy,Bridges,1980-04-19,76,326,,00-0021974,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pru7opwcvcvceqxizlvw",,19,DIV,A01,Jeremy,BRI127961,,,2003,2003,WAS,222
2009,ARZ,G,,72,Active,Brandon Keith,Brandon,Keith,1984-11-21,77,338,,00-0026365,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yoshl19go0j6ge8bqqqh",,19,DIV,A01,Brandon,KEI389074,,,2008,2008,PIT,62
2009,ARZ,G,,76,Active,Deuce Lutui,Taitusi,Lutui,1983-05-05,76,338,,00-0024256,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwlyknwtnzf0l0jmpume",,19,DIV,A01,Deuce,LUT476816,,,2006,2006,CIN,169
2009,ARZ,G,,74,Active,Reggie Wells,Reggie,Wells,1980-11-03,76,312,,00-0021911,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yuckj30mzuevgyronep2",,19,DIV,A01,Reggie,WEL570156,,,2003,2003,,
2009,ARZ,ILB,,50,Active,Monty Beisel,Monty,Beisel,1978-08-20,75,244,,00-0020478,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ulzecyxzctykntb4fiux",,19,DIV,A01,Monty,BEI678650,,,2001,2001,IND,86
2009,ARZ,ILB,,58,Active,Karlos Dansby,Karlos,Dansby,1981-11-03,76,250,Auburn,00-0022927,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lumuwuwq9kdemsw5uefz",,19,DIV,A01,Karlos,DAN762622,,,2004,2004,ARZ,64
2009,ARZ,ILB,,54,Inactive,Gerald Hayes,Gerald,Hayes,1980-10-10,73,246,,00-0021941,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejvbr0jntfewtwfwcawr",,19,DIV,I01,Gerald,HAY169450,,,2003,2003,ARZ,95
2009,ARZ,ILB,,55,Active,Reggie Walker,Reginald,Walker,1986-12-15,72,238,,00-0026727,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uxcjg1fh6h3wwfl0esxi",,19,DIV,A01,Reggie,WAL309457,,,2009,2009,,
2009,ARZ,K,,1,Active,Neil Rackers,Neil,Rackers,1976-08-16,73,206,,00-0019676,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wczge8w8yhljlfp4pq60",,19,DIV,A01,Neil,RAC540222,,,2000,2000,ARZ,131
2009,ARZ,LS,,82,Active,Mike Leach,Mike,Leach,1976-10-18,74,238,William & Mary,00-0019435,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilrirkvxmxbeedplpjhm",,19,DIV,A01,Mike,LEA091822,,,2000,2000,SF,89
2009,ARZ,NT,,97,Active,Bryan Robinson,Bryan,Robinson,1974-06-22,76,304,,00-0013845,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g9ctraze8tzjfcopbkra",,19,DIV,A01,Bryan,ROB372405,,,1997,1997,ARZ,107
2009,ARZ,NT,,98,Active,Gabe Watson,Gabriel,Watson,1983-09-24,76,329,,00-0024322,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swqi2pouxdeuuvk8i7xv",,19,DIV,A01,Gabe,WAT365890,,,2006,2006,,
2009,ARZ,OLB,,92,Active,Bert Berry,Bert,Berry,1975-08-15,75,254,,00-0001176,,,,,,,,,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/el1qocj9wnctldzgnjlz",,19,DIV,A01,Bert,BER460580,,,1997,1997,ARZ,54
2009,ARZ,OLB,,59,Active,Will Davis,William,Davis,1986-06-02,74,261,,00-0026939,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ueiawbhtvzla6vb2z5oj",,19,DIV,A01,Will,DAV797574,,,2009,2009,ARZ,81
2009,ARZ,OLB,,53,Active,Clark Haggans,Clark,Haggans,1977-01-10,76,243,,00-0019538,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x5xoxbrgduhyrudwmhmt",,19,DIV,A01,Clark,HAG475070,,,2000,2000,ARZ,116
2009,ARZ,OLB,,56,Active,Chike Okeafor,Chike,Okeafor,1976-03-27,77,256,,00-0012333,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgc4iphsyzbexlwba53y",,19,DIV,A01,Chike,OKE059326,,,1999,1999,PIT,163
2009,ARZ,P,,5,Active,Ben Graham,Ben,Graham,1973-11-02,77,235,,00-0022954,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rn4n6km2mxgvzg117oim",,19,DIV,A01,Ben,GRA128871,,,2005,2005,ARZ,149
2009,ARZ,QB,,7,Active,Matt Leinart,Matt,Leinart,1983-05-11,77,232,,00-0024225,9596,0ae919db-e24b-4828-984a-eec2d6e3b207,,4298,2955,LeinMa00,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y1vcveczcmnterc5qphn",,19,DIV,A01,Matt,LEI453701,,,2006,2006,ARZ,215
2009,ARZ,QB,,2,Inactive/3rd QB,Brian St. Pierre,Brian,St. Pierre,1979-11-28,75,224,,00-0022101,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zusihxxqq20yclhzcijf",,19,DIV,I02,Brian,STP296636,,,2003,2003,,
2009,ARZ,QB,,13,Active,Kurt Warner,Kurtis,Warner,1971-06-22,74,214,,00-0017200,,,,,,,,,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlgzhoozvi1agd8hn4kk",,19,DIV,A01,Kurt,WAR492511,,,1994,1994,,
2009,ARZ,RB,,34,Active,Tim Hightower,Timothy,Hightower,1986-05-23,72,222,Richmond,00-0026289,11383,c1ffd69d-92d7-4e12-8fd3-db9977d6dcf4,8926,5785,4463,HighTi00,2262,83,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/azokebvu5bctrltqy38r",,19,DIV,A01,Tim,HIG784208,,,2008,2008,ARZ,95
2009,ARZ,RB,,36,Active,LaRod Stephens-Howling,LaRod,Stephens-Howling,1987-04-26,67,180,,00-0026956,12730,4e8927ad-8a0d-4057-a340-e433ccdac5c9,,6132,5164,StepLa00,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ohayv3pdgsxrtfig8bgm",,19,DIV,A01,LaRod,STE477247,,,2009,2009,,
2009,ARZ,RB,,26,Active,Chris Wells,Christopher,Wells,1988-08-07,73,228,,00-0027007,12525,a0aec2bb-06e4-4a30-896d-01bee4dcce09,,5969,4954,WellCh00,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bewuca7lpfeutnexr7kq",,19,DIV,A01,Chris,WEL350689,,,2009,2009,,
2009,ARZ,RB,,31,Active,Jason Wright,Jason,Wright,1982-07-12,70,212,,00-0022288,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/spdj4r3hg5r04ylndxzq",,19,DIV,A01,Jason,WRI393494,,,2004,2004,,
2009,ARZ,SS,,41,Active,Hamza Abdullah,Hamza,Abdullah,1983-08-20,74,216,,00-0023663,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jucikqcrbovbzuqeee1f",,19,DIV,A01,Hamza,ABD655601,,,2005,2005,TB,231
2009,ARZ,SS,,24,Active,Adrian Wilson,Adrian,Wilson,1979-10-12,75,226,,00-0020505,,,,,,,,,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hggrkd7ycihzcysg0lfk",,19,DIV,A01,Adrian,WIL647976,,,2001,2001,,
2009,ARZ,T,,75,Active,Levi Brown,Levi,Brown,1984-03-16,77,324,,00-0025392,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpepdtwa1wwjiyamw3ym",,19,DIV,A01,Levi,BRO548586,,,2007,2007,ARZ,50
2009,ARZ,T,,67,Inactive,Herman Johnson,Herman,Johnson,1985-01-29,79,382,,00-0026924,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lfewyomrojtjgw3eqvia",,19,DIV,I01,Herman,JOH314490,,,2009,2009,ARZ,41
2009,ARZ,TE,,84,Active,Anthony Becht,Anthony,Becht,1977-08-08,78,270,,00-0019457,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fffb8tbtlmzhxgntrrna",,19,DIV,A01,Anthony,BEC035999,,,2000,2000,KC,107
2009,ARZ,TE,,89,Active,Ben Patrick,Ben,Patrick,1984-08-23,75,264,,00-0025602,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aagqw67vfvcar52kxwlq",,19,DIV,A01,Ben,PAT171702,,,2007,2007,ARZ,240
2009,ARZ,TE,,83,Inactive,Stephen Spach,Stephen,Spach,1982-07-18,76,260,,00-0023108,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/czjy710hzuvlnvzuomak",,19,DIV,I01,Stephen,SPA047461,,,2005,2005,,
2009,ARZ,WR,,81,Inactive,Anquan Boldin,Anquan,Boldin,1980-10-03,73,217,Florida State,00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,BoldAn00,11712,655,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajabgwxbliupgkwjbnut",,19,DIV,I01,Anquan,BOL283010,,,2003,2003,ARZ,33
2009,ARZ,WR,,15,Active,Steve Breaston,Steve,Breaston,1983-08-20,72,189,,00-0025529,10585,cca60c47-b77a-4467-8b60-403db706c5ff,,5400,3758,BreaSt00,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cozv5t87e6m17icz7dqk",,19,DIV,A01,Steve,BRE019124,,,2007,2007,PHI,185
2009,ARZ,WR,,80,Active,Early Doucet,Early,Doucet,1985-10-28,72,212,,00-0026221,11315,201064a4-7b4c-4f5c-9f08-f60c8244248b,,5621,4395,DoucEa00,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egk4ozql2ba3cifswifo",,19,DIV,A01,Early,DOU051723,,,2008,2008,PIT,137
2009,ARZ,WR,,11,Active,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75,217,Pittsburgh,00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/giswjsemt4f7ppwxtqgp",,19,DIV,A01,Larry,FIT437493,,,2004,2004,ARZ,70
2009,ARZ,WR,,87,Active,Sean Morey,Sean,Morey,1976-02-26,71,193,,00-0011641,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/na2q8gzhkuwxhmfnuovd",,19,DIV,A01,Sean,MOR131362,,,1999,1999,ARZ,8
2009,ARZ,WR,,85,Active,Jerheme Urban,Jerheme,Urban,1980-11-26,75,207,,00-0021647,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f0mtu7hti7l4p2er53jj",,19,DIV,A01,Jerheme,URB377536,,,2003,2003,,
2009,ATL,C,,62,Active,Todd McClure,Todd,McClure,1977-02-16,73,296,,00-0010711,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ucenhyrtlxlz3upva3qr",,17,REG,A01,Todd,MCC451792,,,1999,1999,IND,36
