season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
1922,AKR,DL,E,0,ACT,Scotty Bierce,Bruce,Bierce,1896-09-03,69,164,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fdvmtlugumgyrxww1uzu"
1922,AKR,DL,E,0,ACT,Bunny Corcoran,Arthur,Corcoran,1894-11-23,71,185,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/snofejjmh40na6lajkwe"
1922,AKR,DL,E,0,ACT,Jim Flower,James,Flower,1895-10-17,73,193,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ogv1zkbys7xky57qkmq3"
1922,AKR,DL,DG,0,ACT,Walt Kreinheder,Walter,Kreinheder,1901-09-08,74,208,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/acxguhx0bqv3gauhkm0u"
1922,AKR,DL,DG,0,ACT,Walt LeJean,Walter,LeJean,1900-01-01,72,231,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjm9kvqfu7bheuwiyuur"
1922,AKR,DL,DG,0,ACT,Ray Neal,Raymond,Neal,1897-11-01,69,211,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m4zrzgmzqdf4r9gttf63"
1922,AKR,DL,DG,0,ACT,Al Nesser,Alfred,Nesser,1893-06-06,72,195,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xew88uwps7tcuzhzpn99"
1922,AKR,DL,E,0,ACT,Tillie Voss,Walter,Voss,1897-03-28,75,207,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z9vep0hk1o3n766yify4"
1922,AKR,OL,OT,0,TRT,Charlie Copley,Charles,Copley,1887-01-01,69,191,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqx7tuvl8gznikxvloxk"
1922,AKR,OL,C,0,ACT,Leo McCausland,Leo,McCausland,1895-06-14,72,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tymwqx6spt0xcx3k7qq7"
1922,AKR,OL,C,0,ACT,Joe Mills,Joseph,Mills,1897-09-03,75,212,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iypdi6hlwdzvzzclt80b"
1922,AKR,OL,OT,0,TRT,Ed Sauer,Edward,Sauer,1898-11-27,70,246,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a1z56cvnu42xkrvgt8aq"
1922,AKR,QB,QB,0,ACT,Paul Sheeks,Paul,Sheeks,1889-10-18,68,173,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zr9tc3j3jwcqcbyz8xxn"
1922,AKR,RB,HB,0,ACT,Marty Beck,Martin,Beck,1900-01-02,69,175,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cojzjyxhwyuqj5xt6i3e"
1922,AKR,RB,WB,0,ACT,Untz Brewer,Edward,Brewer,1894-11-21,66,160,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pt3fcldtfqrzflgqy33v"
1922,AKR,RB,HB,0,ACT,Carl Cramer,Carl,Cramer,1897-12-20,71,184,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qkuuyh5j03oqkggbbdpk"
1922,AKR,RB,HB,0,ACT,Rip King,Andrew,King,1896-10-25,73,205,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n0rqpw6kba2ps0zn0jie"
1922,AKR,RB,HB,0,ACT,Cliff Steele,Clifford,Steele,1898-01-01,68,150,Northern Colorado,,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhkuxs5nnigbxzsfur9d"
1922,AKR,WR,WR,0,ACT,Red Daum,Carl,Daum,1898-09-18,67,166,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rirwuemyub4cqtp6z8xg"
1922,AKR,,,0,ACT,Al Jolley,Alvin,Jolley,1899-09-25,74,220,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmbonutam2opsycmageh"
1922,AKR,,,0,ACT,Bob Spiers,Robert,Spiers,1895-01-04,71,193,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d8mjqncnqwtubc3stoml"
1922,BUF,DL,DG,0,ACT,Bill Brace,George,Brace,1895-11-19,72,180,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ayzk8s2hmf7ui53j2pzc"
1922,BUF,DL,DG,0,ACT,Herb Dieter,Herbert,Dieter,1896-03-03,73,195,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hwusi0tcgrocs8eyyklk"
1922,BUF,DL,DG,0,ACT,Charlie Guy,Charles,Guy,1896-12-05,72,170,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dupdcketrpvjkpsoaslg"
1922,BUF,DL,DG,0,ACT,Glenn Knack,Glenn,Knack,1901-03-29,,,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofbkfgqbwyxwfjx9m52r"
1922,BUF,DL,DG,0,ACT,Jim Laird,James,Laird,1897-09-10,72,194,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d1wbwbcr0lt5cczpw9zd"
1922,BUF,DL,DG,0,ACT,Frank Morrissey,Francis,Morrissey,1899-03-11,73,203,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gwd4h2azhuk7c7zzzdrj"
1922,BUF,DL,E,0,ACT,Carl Thomas,Carl,Thomas,1897-03-02,70,195,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d57sutxgr4gpzx8foyqb"
1922,BUF,DL,E,0,ACT,Jim Wilson,James,Wilson,1896-07-08,67,155,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a3nabsevd6gmmrp17avw"
1922,BUF,DL,DG,0,ACT,Swede Youngstrom,Adolf,Youngstrom,1897-05-24,73,187,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qa5bwbsxrmetclx3dgm1"
1922,BUF,OL,OT,0,ACT,Gus Goetz,Angus,Goetz,1897-07-06,75,198,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqaisxt2lx4biuufyu5p"
1922,BUF,OL,OT,0,ACT,Bob Nash,Robert,Nash,1892-12-16,73,205,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mtv0k77x12xu2crvbbyd"
1922,BUF,QB,QB,0,ACT,Tommy Hughitt,Ernest,Hughitt,1892-12-27,68,159,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbpaq1z7pabwlen14hkx"
1922,BUF,RB,HB,0,ACT,Ockie Anderson,Oscar,Anderson,1894-10-15,69,165,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l6qg7nn3aizidxhao6sx"
1922,BUF,RB,FB,0,ACT,Buck Gavin,Patrick,Gavin,1896-06-10,70,179,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jc6y9wqujmwwtbumjib1"
1922,BUF,RB,HB,0,ACT,Bill Kibler,William,Kibler,1901-11-03,71,180,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aiptpxnwyl1wrwyzflwq"
1922,BUF,RB,HB,0,ACT,Waddy Kuehl,Ray,Kuehl,1893-02-12,69,170,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r6xjjiwqhxqzbjhqpmuz"
1922,BUF,RB,HB,0,ACT,Jim Morrow,James,Morrow,1895-02-05,70,170,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ebbktbppsl8drxretbmo"
1922,BUF,RB,HB,0,ACT,Bob Rawlings,Robert,Rawlings,,,1,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqrk7fngcdk80ooosm7o"
1922,BUF,RB,HB,0,ACT,Johnny Scott,Ian,Scott,1897-05-03,70,176,Northern Colorado,,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ri7cl72u9od2cglpywwg"
1922,BUF,WR,WR,0,ACT,Frank Spellacy,Francis,Spellacy,1901-01-01,,,Northern Colorado,,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jpvnqigutnquz9qvdb8v"
1922,BUF,WR,WR,0,ACT,Luke Urban,Louis,Urban,1897-03-22,68,1,Northern Colorado,,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owwhr9soyitboyrqdthd"
