season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2004,ARZ,C,,48,Active,Nathan Hodel,Nathan,Hodel,1977-11-12,74,256,,00-0019834,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n5qaiwrdad5gg27anmt7",,17,REG,A01,Nathan,HOD104287,,,2001,2001,ARZ,81
2004,ARZ,C,,60,Active,Nick Leckey,Nick,Leckey,1982-03-12,74,286,,00-0022904,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjzg26rsznmtbnm5khjo",,17,REG,A01,Nick,LEC297966,,,2004,2004,DAL,17
2004,ARZ,C,,71,Active,Alex Stepanovich,Alex,Stepanovich,1981-09-25,76,301,,00-0022788,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vfem9ts4y3to6ccyx63g",,17,REG,A01,Alex,STE342127,,,2004,2004,,
2004,ARZ,CB,,21,Inactive,Renaldo Hill,Renaldo,Hill,1978-11-12,71,189,,00-0020301,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rorxarsqgaxn4ptdxemq",,17,REG,I01,Renaldo,HIL570463,,,2001,2001,IND,91
2004,ARZ,CB,,27,Active,David Macklin,David,Macklin,1978-07-14,70,200,,00-0019563,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dond3llacavk0z8pw9kw",,17,REG,A01,David,MAC601067,,,2000,2000,SL,145
2004,ARZ,CB,,28,Active,Duane Starks,Duane,Starks,1974-05-23,70,174,,00-0015577,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lplo4mnf4qvi1hgln9vc",,17,REG,A01,Duane,STA575276,,,1998,1998,,
2004,ARZ,CB,,26,Active,Robert Tate,Robert,Tate,1973-10-19,71,195,,00-0016061,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujukkzm8hr35yd1zbjhv",,17,REG,A01,Robert,TAT441792,,,1997,1997,,
2004,ARZ,DB,,41,Active,Clarence Curry,Clarence,Curry,1981-12-07,73,210,,00-0022661,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a3oxgdq6gqlxr7j9qonw",,17,REG,A01,Clarence,CUR435980,,,2004,2004,CHI,48
2004,ARZ,DB,,37,Inactive,Adrian Mayes,Adrian,Mayes,1980-11-17,73,215,,00-0022386,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hzx6mbajrte4t4n3gkps",,17,REG,I01,Adrian,MAY337636,,,2004,2004,BLT,10
2004,ARZ,DE,,92,Active,Bert Berry,Bert,Berry,1975-08-15,75,275,,00-0001176,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/el1qocj9wnctldzgnjlz",,17,REG,A01,Bert,BER460580,,,1997,1997,PHI,185
